,MOF Name,Ref Code,Property,Value,Units,Condition,Summary,Reference
92,MOF-31,HELLOW,Water Stability,Unstable,N/A,,"The resulting colorless cubic crystals become opaque when exposed to air. This material is soluble in water, slightly soluble in methanol, and insoluble in ethanol, acetone, N,N′-dimethylformamide (DMF), and dimethyl sulfoxide.",10.1021/ja010825o
93,MOF-32,HELLOW,Water Stability,Stable,Not applicable,,"The product is stable in air and insoluble in water and common organic solvents such as ethanol, acetonitrile, acetone, chloroform, and DMF.",10.1021/ja010825o
94,MOF-33,HELLOW,Water Stability,Stable,N/A,,"The product is stable in air and insoluble in water and common organic solvents such as ethanol, acetonitrile, acetone, chloroform, and DMF.",10.1021/ja010825o
95,MOF-34,HELLOW,Water Stability,Stable,N/A,,"The product is stable in air and insoluble in water and common organic solvents such as ethanol, acetonitrile, acetone, chloroform, and DMF.",10.1021/ja010825o
96,MOF-35,HELLOW,Water Stability,Stable,N/A,,"The product is stable in air and insoluble in water and common organic solvents such as ethanol, acetonitrile, acetone, chloroform, and DMF.",10.1021/ja010825o
97,MOF-36,HELLOW,Water Stability,Unstable,N/A,,The product gradually turned opaque in air.,10.1021/ja010825o
98,MOF-37,HELLOW,Water Stability,Not provided,,,"The document does not provide specific information regarding the water stability of MOF-37. The available information mentions the synthesis process and the solvents used, but there is no direct mention of the MOF's behavior in water or aqueous solutions.",10.1021/ja010825o
99,MOF-38,HELLOW,Water Stability,Not provided,N/A,,"Repeated attempts to reproduce this synthesis were unsuccessful. This material is soluble in water, slightly soluble in methanol, and insoluble in ethanol, acetone, N,N′-dimethylformamide (DMF), and dimethyl sulfoxide.",10.1021/ja010825o
100,MOF-39,HELLOW,Water Stability,Not provided,N/A,,Repeated attempts to reproduce this synthesis were unsuccessful. Small hexagonal crystals of the compound were mechanically separated from the resulting mixture.,10.1021/ja010825o
101,Cu4(bmtp)4][SiW 12O40],HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1021/ic100840a
102,Cu4(bmte)3.5][SiW 12O40],HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1021/ic100840a
103,[Cu4(bmtm)4][SiW 12O40]32H2O,HELLOW,Water Stability,Not provided,,,Not provided,10.1021/ic100840a
104,[Zn 3(L)2(OX) 3.H2O]∞,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of the MOF [Zn3(L)2(OX)3.H2O]∞. There is no mention of its solubility, retention of structure, or change in properties upon exposure to water or moisture.",10.1021/cg200926z
105,"[Zn(L)(1,2-BDC)] ∞",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information about the water stability of [Zn(L)(1,2-BDC)]∞. The previous justification regarding stability in air and insolubility in water or most organic solvents does not directly address water stability as per the given rules.",10.1021/cg200926z
106,"[Zn 2(L)(1,4-NAPDC) 2.2DMF] ∞",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of the MOF [Zn2(L)(1,4-NAPDC)2·2DMF]∞. There is no mention of its behavior in water or aqueous solutions, nor any details about its stability or instability in humid environments or upon exposure to moisture. The synthesis and structural details focus on other aspects, such as the coordination environment and interpenetration of frameworks, without addressing water stability.",10.1021/cg200926z
107,"[Zn(L)(1,4-NAPDC) .H2O]∞",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of the MOF [Zn(L)(1,4-NAPDC) .H2O]∞. There is no mention of its solubility, retention of structure, or changes in properties after exposure to water or moisture. Therefore, the water stability is categorized as 'Not provided'.",10.1021/cg200926z
108,[Zn 2(L)(2-ATA) 2]∞,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of the MOF [Zn2(L)(2-ATA)2]∞. There is no mention of its solubility, retention of structure, or any changes in properties after exposure to water or moisture.",10.1021/cg200926z
109,[Zn(L)(FUM)]∞,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of the MOF [Zn(L)(FUM)]∞. There is no mention of its solubility, retention of porous structure, or change in properties after exposure to water or moisture.",10.1021/cg200926z
110,[[Ag3(dpzm)4](SbF6)3]n,HELLOW,Water Stability,Not provided,N/A,,"No specific information regarding the water stability of [[Ag3(dpzm)4](SbF6)3]n is provided in the document. The document does not mention its solubility, stability, or any changes in properties when exposed to water or moisture.",10.1080/10610278.2015.1078465
111,[[Ag4(dpzm)5](BF4)4]n,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [[Ag4(dpzm)5](BF4)4]n. There are no sentences that discuss its solubility, stability, or behavior in water or aqueous solutions.",10.1080/10610278.2015.1078465
112,[[Ag2(dpzm)3](PF6)2]n,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1080/10610278.2015.1078465
113,[[Ag2(dpzm)3](ClO4)2]n,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1080/10610278.2015.1078465
114,[[Ag(dpzm)]SO3CF3]n,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide any specific information regarding the water stability of [[Ag(dpzm)]SO3CF3]n. There is no mention of its solubility or stability in water or aqueous solutions, nor any details about its behavior upon exposure to moisture or steam.",10.1080/10610278.2015.1078465
115,[[Ag2(dpzm)(NO3)2]]n,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1080/10610278.2015.1078465
116,"[Cu,(cmp),]C10,",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [Cu,(cmp),]C10,. There is no mention of its solubility, retention of porous structure, crystallinity, or changes in properties after exposure to moisture or water. The document focuses on the structural aspects and synthesis of the compound without addressing its behavior in water or humid conditions.",10.1039/dt9960002031 
117,"[Cu,(Hcmp),(Me,CO),] [BF,],",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide any specific information regarding the water stability of the MOF [Cu,(Hcmp),(Me,CO),] [BF,],. There are no mentions of its behavior in water or aqueous solutions, nor any statements about its stability or instability in humid environments or when exposed to moisture or steam.",10.1039/dt9960002031 
118,"[Cu(cmp)(Hcmp),]~C,H,",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide any specific information regarding the water stability of the MOF [Cu(cmp)(Hcmp),]~C,H,. There are no mentions of its solubility, stability in water, or changes in properties upon exposure to moisture or water.",10.1039/dt9960002031 
119,[[Cu 2(4-pmpmd) 2(CH 3OH) 4(opd) 2].2H2O]n,HELLOW,Water Stability,Not provided,,,"The document does not provide explicit information regarding the water stability of the MOF [[Cu 2(4-pmpmd) 2(CH 3OH) 4(opd) 2].2H2O]n. There are mentions of transformations involving water, such as the reversible single-crystal-to-single-crystal transformations and the rehydration process, but these do not directly address the stability criteria outlined. The document discusses the structural changes and color changes upon exposure to water, but it does not clearly state whether the MOF retains its porous structure, crystallinity, or properties after prolonged exposure to water or humid environments. Therefore, based on the provided rules, the water stability is categorized as ""Not provided.""",10.1021/cg3017563
120,[Cu(4-pmpmd)(opd)]n,HELLOW,Water Stability,Unstable,Not applicable,,"""The single-crystal X-ray structure determination of 3 revealed that the crystal system and space group remain the same as those of 2, but the copper center has re-form from a square planar (as in 2) to an octahedral coordination environment, owing to the introduction of coordinated water molecules."" ""Interestingly, brief immersion of single crystal 2 into water or exposure to air for several days results in complete rehydration and formation of hydrated crystal [Cu(4-pmpmd)(H2O)2(opd)·2H2O}]n (3), including two coordinated water molecules and three guest water molecules.""",10.1021/cg3017563
121,[Cd3(BTB)2(pz)4].xCHCl3,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide information regarding the water stability of [Cd3(BTB)2(pz)4].xCHCl3. There are no mentions of its behavior in water or aqueous solutions, nor any statements about its solubility or structural integrity in such environments.",10.1002/anie.201311131
122,[Cd3(BTB)2(DMF)4].2.5DMF,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide any specific information regarding the water stability of the MOF [Cd3(BTB)2(DMF)4].2.5DMF. There is no mention of its behavior in water or aqueous solutions, nor any details about its stability or instability in humid environments or upon exposure to moisture or steam.",10.1002/anie.201311131
123,[Cd3(BTB)2(bpe)(H2O)2].-(bpe).xCHCl3,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of the MOF [Cd3(BTB)2(bpe)(H2O)2].-(bpe).xCHCl3. There is no mention of its behavior in water or aqueous solutions, nor any details about its crystallinity or structural changes upon exposure to moisture or steam. The document focuses on other aspects such as CO2 adsorption and structural flexibility, but does not address water stability directly.",10.1002/anie.201311131
124,[Cd3(BTB)2(azopy)(H2O)2].-(azopy).xCHCl3,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1002/anie.201311131
125,[Cd3(BTB)2-(bpy)(H2O)2].(bpy).xCHCl3,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [Cd3(BTB)2-(bpy)(H2O)2].(bpy).xCHCl3. There is no mention of its behavior in water or aqueous solutions, nor any details about its crystallinity or structural changes upon exposure to moisture or steam. The document focuses on other aspects such as thermal stability and structural properties in organic solvents.",10.1002/anie.201311131
126,[Cd3(BTB)2(DEF)4].2(DEF)0.5,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1002/anie.201311131
127,[Cu3(NA)6(DMF)3]n,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide any information regarding the water stability of the MOF [Cu3(NA)6(DMF)3]n. There is no mention of its behavior in water or aqueous solutions, nor any indication of its solubility or stability in humid environments. The document focuses on thermal and magnetic properties, synthesis, and structural analysis, but does not address water stability.",10.1007/s10904-015-0198-1
128,[Zn2(HL)2(bib)2]n.2nH2O,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [Zn2(HL)2(bib)2]n.2nH2O. There is no mention of its solubility, retention of porous structure, or changes in properties after exposure to moisture or water. The thermal analysis and other properties discussed do not address water stability.",10.1002/zaac.201400217
129,"[Zn1.5(L)(4,4-bpy)1.5]n.4nH2O",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [Zn1.5(L)(4,4-bpy)1.5]n.4nH2O. There is no mention of its solubility, retention of structure in water, or changes in properties after exposure to moisture or water. The document focuses on thermal stability and luminescent properties, which do not pertain to water stability.",10.1002/zaac.201400217
130,[Zn(HL)(phen)(H2O)]n,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [Zn(HL)(phen)(H2O)]n. There is no mention of its behavior in water or aqueous solutions, nor any details about its stability or instability in humid environments or when exposed to moisture. The document focuses on the synthesis, structure, thermal stability, and luminescent properties of the complex, but does not address water stability directly.",10.1002/zaac.201400217
131,"[Ni 3(L2)2(H2O)4(m-4,40-bpy) 4]n$(H2O)2n",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of the MOF [Ni3(L2)2(H2O)4(m-4,40-bpy)4]n$(H2O)2n. There is no mention of its solubility, retention of porous structure, crystallinity, or changes in properties after exposure to moisture or water. The document focuses on the synthesis, structure, and thermal analysis, but not on water stability.",10.1039/b917659d
132,"[Ni 3(L2)2(H2O)4(m-4,40-bpy) 3]n$(H2O)2n",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of the MOF [Ni3(L2)2(H2O)4(m-4,40-bpy)3]n$(H2O)2n. There is no mention of its solubility, retention of structure in water, or changes in properties after exposure to moisture or water. The document focuses on the synthesis, structure, and magnetic properties of the MOF, but does not address its behavior in water or aqueous environments.",10.1039/b917659d
133,"[Ni3(L1)2(m-4,40-bpy)3(H2O)2]n$(4,40-bpy)n$(H2O)5n",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide information on the water stability of the MOF [Ni3(L1)2(m-4,40-bpy)3(H2O)2]n$(4,40-bpy)n$(H2O)5n. There is no mention of its behavior in water or aqueous solutions, nor any indication of its stability or instability in humid environments. The document focuses on the synthesis, structure, and thermal analysis, but does not address water stability.",10.1039/b917659d
134,[CoMn2(C14H8O6S)3(DMA)2-(EtOH)].DMA,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [CoMn2(C14H8O6S)3(DMA)2-(EtOH)].DMA. There is no mention of its behavior in water or aqueous solutions, nor any details about its solubility or structural integrity in such environments.",10.1021/ic5018517
135,[Mn3(C14H8O6S)3(DMA)2(MeOH)].DMA,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [Mn3(C14H8O6S)3(DMA)2(MeOH)].DMA. There is no mention of its behavior in water or aqueous solutions, nor any details about its crystallinity or structural changes upon exposure to moisture or water. The document focuses on other aspects such as synthesis, structural transformation, and proton conductivity, but lacks direct information on water stability.",10.1021/ic5018517
136,[Mn4(C14H8O6S)4(DMA)2].3DMA,HELLOW,Water Stability,Stable,N/A,,"The PXRD pattern of compound I after the water adsorption experiment did not reveal any significant changes indicating the stability of compound I in an atmosphere of water vapor. It may be noted that a long exposure to water vapor may be required for the complete uptake of the water molecules in I. The water sorption studies were also carried out at a slightly elevated temperature of 307 K for I. A slow and gradual water uptake of 203 mL/g at p/p0 = 0.9 was observed. This value is comparable to the water uptake at room temperature and corresponds to ∼14 mol H2O/mol of I. In the present experiment, we observed that the hysteresis loop does not make a closure even when the partial pressures were close to zero. This behavior could be attributed to irreversible adsorption of water molecules within the pores at the particular adsorption temperature.",10.1021/ic5018517
137,[Mn2L2(H2O)2.2DMF.2H2O]n,HELLOW,Water Stability,Stable,N/A,,"The experimental and simulated XRD patterns of the complex are shown in Figure 4, which demonstrates that the bulk synthesized materials and the measured single crystal are the same. This indicates no loss of crystallinity.",10.1016/j.mencom.2016.05.010
138,uranyl succinate coordination polymer,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of the uranyl succinate coordination polymer. There is no mention of its solubility, retention of structure, or changes in properties after exposure to water or moisture.",10.1039/c5dt02111a
139,[Mn2(Hcbptz)2(Cl)(H2O)]Cl.DMF.0.5CH3CN,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of the MOF [Mn2(Hcbptz)2(Cl)(H2O)]Cl.DMF.0.5CH3CN. The text mentions the stability of the MOF in natural air environment and its performance in CO2 adsorption, but there is no clear mention of its behavior in water or aqueous solutions. Therefore, the water stability is categorized as 'Not provided' according to the given rules.",10.1002/chem.201502532
140,"[Co 2(DCP)(4,4 ′-bibp) 2]n",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [Co2(DCP)(4,4′-bibp)2]n. There is no mention of its solubility in water, retention of porous structure in solution, or changes in properties after exposure to moisture or water. The document focuses on the synthesis, structural description, and thermal analysis, but does not address water stability directly.",10.1039/c4ce00760c
141,"[Co(H 2DCP)(4,4 ′-bibp)] n",HELLOW,Water Stability,Not provided,N/A,,"Complexes 1–6 are stable in the solid state upon extended exposure to air. They have poor solubility in water and common organic solvents, but can be slightly soluble in very high polarity solvents, such as DMF and DMSO.",10.1039/c4ce00760c
142,"[[Co 2(DCP)(1,4-bidb) 2].2H2O]n",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [[Co2(DCP)(1,4-bidb)2]·2H2O]n. There is no mention of its solubility in water, retention of porous structure in solution, or changes in properties after exposure to moisture or water. The document focuses on the synthesis, structure, and thermal properties, but does not address water stability directly.",10.1039/c4ce00760c
143,"[Co 2(DCP)(1,3-bib)] n",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [Co2(DCP)(1,3-bib)]n. There is no mention of its solubility in water, retention of porous structure in water, or changes in properties after exposure to moisture or water. The document focuses on the synthesis, structure, and magnetic properties of the complex, but does not address its behavior in water or humid conditions.",10.1039/c4ce00760c
144,"[Ni(H 2DCP)(1,4-bidb) 2(H2O)] n",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [Ni(H2DCP)(1,4-bidb)2(H2O)]n. There are no sentences that mention its behavior in water or aqueous solutions, nor any details about its stability or instability in humid environments or upon exposure to moisture or steam.",10.1039/c4ce00760c
145,"[[Ni(1,4-bib)(HDCP) 2(H2O)2]0.5[Ni(1,4-bib)(H 2O)4].2H2O]n",HELLOW,Water Stability,Not provided,,,"The document does not provide specific information regarding the water stability of the MOF [[Ni(1,4-bib)(HDCP) 2(H2O)2]0.5[Ni(1,4-bib)(H 2O)4].2H2O]n. There is no mention of its solubility, retention of structure in water, or changes in properties after exposure to moisture or water. The document focuses on structural descriptions, synthesis, and thermal analysis, but does not address water stability directly.",10.1039/c4ce00760c
146,[Ag2L(H2O)2]n(NO3)2n.2nH2O,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide any information regarding the water stability of [Ag2L(H2O)2]n(NO3)2n·2nH2O. There are no sentences that discuss its solubility, retention of structure, or changes in properties upon exposure to water or humidity.",10.1021/cg201655n
147,[Cu2LI2]n.0.5nCH2Cl2,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1021/cg201655n
148,[Hg2LBr4]n.3nCH2Cl2.nH2O,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1021/cg201655n
149,[Cd6L3(SO4)6]n.4nMeCN,HELLOW,Water Stability,Not provided,,,Not provided,10.1021/cg201655n
150,[CdLBr2]n,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide any information regarding the water stability of [CdLBr2]n. There are no mentions of solubility, stability in water, or changes in properties upon exposure to moisture or water.",10.1021/cg201655n
151,[Cd2L2Cl4]n.3nDMF.3nH2O,HELLOW,Water Stability,Not provided,,,Not provided,10.1021/cg201655n
152,[Zn2L(HCOO)3(OH)]n,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1021/cg201655n
153,[Mn 4(L) 4(BDC) 4].H2O,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide any information regarding the water stability of [Mn4(L)4(BDC)4]·H2O. There is no mention of its behavior in water or aqueous solutions, nor any details about its solubility or structural changes upon exposure to moisture.",10.1021/cg800087q
154,[Ni 2(L) 2(BD-C)2.2H2O].H2O,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide any specific information regarding the water stability of [Ni2(L)2(BDC)2.2H2O].H2O. There is no mention of its solubility, retention of structure, or changes in properties when exposed to water or humidity. The document focuses on the synthesis, structure, and thermal properties, but not on water stability.",10.1021/cg800087q
155,[Mn(L)(HBTC)],HELLOW,Water Stability,Not provided,N/A,,The document does not provide specific information regarding the water stability of [Mn(L)(HBTC)]. There are no sentences indicating whether it is stable or unstable in water or aqueous solutions.,10.1021/cg800087q
156,[Ni 3(L) 3(BTC) 2.2H 2O].6H 2O,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [Ni3(L)3(BTC)2.2H2O].6H2O. There is no mention of its solubility, retention of porous structure, or changes in properties after exposure to moisture or water. The document focuses on the synthesis, structure, and thermal stability of the MOF, but not its water stability.",10.1021/cg800087q
157,[Cd4(L1)2(L2)2]?4H2O?DMF,HELLOW,Water Stability,Not provided,N/A,,"No specific information on water stability is provided in the document for [Cd4(L1)2(L2)2]?4H2O?DMF. The document does not mention its behavior in water or aqueous solutions, nor does it discuss its stability or instability in humid environments or after exposure to moisture. The document focuses on other properties such as structure, synthesis, and thermal stability, but not on water stability.",10.1039/c2ce25588j
158,[Co2(L1)(L2)]?4.25H2O,HELLOW,Water Stability,Not provided,,,"The document does not provide specific information regarding the water stability of [Co2(L1)(L2)]?4.25H2O. There is no mention of its solubility, retention of structure, or changes in properties after exposure to water or moisture. The document focuses on its synthesis, structure, and photocatalytic properties, but does not address water stability directly.",10.1039/c2ce25588j
159,ZnII double helicate,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1002/chem.201304319
160,[Cu(L)(H 2O)/C1H2O]n,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1039/c2cc35340g
161,[Cu 2(L)2(H2O)2/C13/2H 2O]n,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1039/c2cc35340g
162,[Cu(L)(DMF) /C15/2H2O]n,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1039/c2cc35340g
163,β-Cu2(L-OBAla)(H2mbdpz)⊃guest(3⊃guest),HELLOW,Water Stability,Not provided,N/A,,"The document does not provide explicit information regarding the water stability of β-Cu2(L-OBAla)(H2mbdpz)⊃guest(3⊃guest). There are mentions of solvent conditions and transformations involving organic solvents, but no specific details about its behavior in water or aqueous solutions.",10.1021/ic500436g
164,α-Cu2(L-OBAla)(H2mbdpz),HELLOW,Water Stability,Not provided,N/A,,"All compounds are insoluble in common organic solvents. However, there is no specific mention of water stability for α-Cu2(L-OBAla)(H2mbdpz). The document does not provide information on whether it retains its structure or properties after exposure to water or moisture.",10.1021/ic500436g
165,Cu2(L-OBAla)-(H2mbdpz)2,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of Cu2(L-OBAla)-(H2mbdpz)2. The text mentions that all compounds are insoluble in common organic solvents, but does not specifically address water stability. Therefore, based on the provided rules, the water stability is classified as 'Not provided'.",10.1021/ic500436g
166,"[[ZnNa 2(sdba) 2(DMF)] .0.5DMF ]n(sdba =4,4′-sulfonyldibenzoate) ",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide any information regarding the water stability of the MOF [[ZnNa2(sdba)2(DMF)]·0.5DMF]n. There are no mentions of solubility, stability in water, or changes in properties after exposure to moisture or water.",10.1080/15533174.2011.568430
167,[Cu3Cl2(H2O)2(btr)4]-(HgCl4)2,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [Cu3Cl2(H2O)2(btr)4]-(HgCl4)2. There is no mention of its solubility, retention of structure, or changes in properties after exposure to water or moisture.",10.1016/j.ica.2006.08.020
168,[Cu 3Cl2(H2O)2(btr) 4](CdCl 4)2,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1016/j.ica.2006.08.020
169,[Cu 3Cl2(H2O)2(btr) 4]2(ZnCl 4)2(Cl3ZnOZnCl 3),HELLOW,Water Stability,Not provided,N/A,,Not provided in the document.,10.1016/j.ica.2006.08.020
170,[Cu 3Cl4(btr) 4]Cl2,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1016/j.ica.2006.08.020
171,MOF-210,HELLOW,Water Stability,Not provided,N/A,,The document does not provide any information regarding the water stability of MOF-210.,10.1039/c6cc05845k
172,MOF-200,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1039/c6cc05845k
173,[Cd3(BTB)2(DMF)4].2.5DMF,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide information regarding the water stability of [Cd3(BTB)2(DMF)4].2.5DMF. There is no mention of its behavior in water or aqueous solutions, nor any indication of its stability or instability in humid environments.",10.1002/anie.201311131
174,[Cd3(BTB)2(pz)4].xCHCl3,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [Cd3(BTB)2(pz)4].xCHCl3. There are no sentences that mention its behavior in water or aqueous solutions, nor any details about its stability or instability in humid environments or upon exposure to moisture.",10.1002/anie.201311131
175,[Cd3(BTB)2(bpe)(H2O)2].(bpe).xCHCl3,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of the MOF [Cd3(BTB)2(bpe)(H2O)2].(bpe).xCHCl3. There are no mentions of its behavior in water or aqueous solutions, nor any statements about its stability or instability in humid environments or when exposed to moisture or steam. The document focuses on other aspects such as the synthesis, structure, and gas adsorption properties of the MOF.",10.1002/anie.201311131
176,[Cd3(BTB)2(azpy)2(H2O)2].(azpy).xCHCl3,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1002/anie.201311131
177,[Cd3(BTB)2(bpy)2(H2O)2].(bpy).xCHCl3,HELLOW,Water Stability,Not provided,,,"The document does not provide specific information regarding the water stability of the MOF [Cd3(BTB)2(bpy)2(H2O)2].(bpy).xCHCl3. There is no mention of its behavior in water or aqueous solutions, nor any details about its crystallinity or structural changes upon exposure to moisture or steam. The document focuses on other aspects such as thermal stability and adsorption properties, but these do not pertain to water stability as per the given rules.",10.1002/anie.201311131
178,[Cd3(BTB)2(DEF)4].2(DEF)0.5,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide any specific information regarding the water stability of [Cd3(BTB)2(DEF)4].2(DEF)0.5. There is no mention of its behavior in water or aqueous solutions, nor any details about its stability or instability in humid environments or upon exposure to moisture. The document focuses on the synthesis, structure, and properties of the MOF in relation to other solvents and conditions, but not specifically water.",10.1002/anie.201311131
179,[[Cd(pbmb)(sdba)] .2H2O],HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [[Cd(pbmb)(sdba)] .2H2O]. There is no mention of its behavior in water or aqueous solutions, nor any details about its stability or instability in humid environments or when exposed to moisture. The document focuses on thermal stability, PXRD patterns, and photocatalytic properties, but does not address water stability directly.",10.1039/c4ce00093e
180,"[Cd(pbmb)(1,2,4,5-btec) 0.5]",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide any information regarding the water stability of [Cd(pbmb)(1,2,4,5-btec) 0.5]. There is no mention of its behavior in water or aqueous solutions, nor any indication of its solubility or structural changes upon exposure to moisture or water. The document focuses on thermal stability and other properties, but not water stability.",10.1039/c4ce00093e
181,"[[Zn 2(pbmb)(1,2,3-btc)( μ2-OH)] .H2O]",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of the MOF [[Zn2(pbmb)(1,2,3-btc)(μ2-OH)]·H2O]. There is no mention of its behavior in water or aqueous solutions, nor any indication of its stability or instability in humid environments. The document focuses on thermal stability and other properties, but not on water stability.",10.1039/c4ce00093e
182,"[[Cd 3(pbmb) 3(1,3,5-btc) 2(H2O)].3H2O]",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of the MOF [[Cd3(pbmb)3(1,3,5-btc)2(H2O)].3H2O]. There is no mention of its behavior in water or aqueous solutions, nor any details about its solubility, retention of structure, or changes in properties when exposed to moisture or steam. The document focuses on thermal stability and other properties, but not water stability.",10.1039/c4ce00093e
183,"[[Zn 3(pbmb) 2(1,3,5-btc) 2].6H2O]",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide any specific information regarding the water stability of [[Zn3(pbmb)2(1,3,5-btc)2].6H2O]. There is no mention of its solubility, retention of structure, or changes in properties after exposure to water or humidity. The document focuses on thermal stability and other properties, but not water stability.",10.1039/c4ce00093e
184,[Cd(pbmb)( p-bdc)],HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [Cd(pbmb)(p-bdc)]. There is no mention of its solubility, retention of structure, or changes in properties upon exposure to water or humidity. The document focuses on thermal stability and structural analysis, which do not address water stability.",10.1039/c4ce00093e
185,"[Cu 2(4,4/H11032-bpy) 3](ClO 4)2(H2O)2",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of [Cu2(4,4-bpy)3](ClO4)2(H2O)2. There is no mention of its solubility in water or its behavior upon exposure to moisture or steam. The document focuses on the synthesis, structure, and thermal stability of the MOF, but does not address its stability in water or aqueous environments.",10.1002/ejic.200500877
186,"[Cu 2(4,4/H11032-bpy) 2Cl](ClO 4)",HELLOW,Water Stability,Stable,N/A,,"Complex 1 is very stable in air at ambient temperature and is almost insoluble in common solvents such as water, alcohol, acetonitrile, chloroform, acetone, and toluene, being consistent with its polymeric nature.",10.1002/ejic.200500877
187,[[WOS 3Cu3Br(TIPA)]-(H2O)(DMF)]n,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of the MOF [[WOS3Cu3Br(TIPA)]-(H2O)(DMF)]n. There is no mention of its behavior in water or aqueous solutions, nor any details about its crystallinity or structural integrity after exposure to moisture or water.",10.1039/c1cc12691a
188,[[MoOS3Cu3(bibp)2.5](I)]]n,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1039/c1cc12691a
